Product ID,SKU,Name,Category,Price,Original Price,Discount,Description,Weight (kg),Dimensions (cm),Brand,Color,Warranty (months),Stock (units),Trending
P900649,SKU-82717,Reason Sports,Home & Kitchen,R$ 791.34,R$ 1364.38,42%,Attack time protect quality activity environment all grow trouble candidate different box will current month response reason.,0.9,61x54x30,"Nguyen, James and Johnson",Green,10,255,0
P237453,SKU-45349,Easy Home,Home & Kitchen,R$ 383.21,R$ 618.08,38%,Such event capital movie down debate local fall couple day worry painting general doctor.,2.7,59x96x20,"Bradley, White and Harris",Blue,10,188,0
P378916,SKU-42658,Experience Sports,Sports,R$ 327.54,R$ 467.91,30%,Leg country reason teacher human PM space middle under pull believe statement medical lay teach course strong star.,2.3,67x37x16,"Fitzpatrick, Woods and Hudson",Red,9,282,0
P846455,SKU-72711,Hot Sports,Sports,R$ 1176.95,R$ 1838.99,36%,Interview method company plant situation parent majority each feel before off national part society born free spring.,9.7,24x96x71,Hines Inc,Black,22,362,1
P644737,SKU-33946,Across Electronics,Books,R$ 867.46,R$ 1221.77,29%,Defense onto us trade strong particularly almost out challenge strategy either.,4.7,65x96x56,"Jordan, Hall and Daugherty",Red,15,80,0
P124226,SKU-22460,Word Electronics,Fashion,R$ 1384.59,R$ 1950.13,29%,Will board consider ten blue see public easy chance check product direction man.,9.5,78x33x68,"Graham, Miller and Porter",Yellow,7,199,0
P213472,SKU-73806,Board Sports,Electronics,R$ 332.46,R$ 468.25,29%,Young issue analysis wife goal realize lawyer they single worry study occur.,2.1,53x37x45,Parker LLC,Green,12,357,1
P462650,SKU-95348,Until Books,Fashion,R$ 262.84,R$ 417.2,37%,Dog present social appear husband until no administration require.,4.2,72x52x57,"Anderson, Colon and Fleming",Yellow,10,88,0
P360669,SKU-76346,Fine Books,Fashion,R$ 1061.57,R$ 1495.17,29%,Arrive their might within ready behind occur specific amount entire reduce my girl major.,9.5,89x33x79,Patel Inc,Green,14,141,0
P656466,SKU-33975,By Sports,Fashion,R$ 535.66,R$ 575.98,7%,Eat your environment attorney lose condition late about know behind attack none plant send mission.,8.6,89x72x29,Banks Ltd,White,9,335,1
P373532,SKU-6483,First Sports,Sports,R$ 408.16,R$ 497.75,18%,Organization increase coach seem six alone study risk need difficult imagine member among certain wife wife environment great director.,4.6,84x97x82,"Cooper, Ellis and Oconnell",Blue,8,442,0
P924110,SKU-4022,Society Books,Books,R$ 163.05,R$ 223.35,27%,Language clearly special argue sell power successful will tough south almost two open job plant situation authority at four.,1.1,35x81x32,Cole-Richmond,Blue,14,320,1
P34238,SKU-63967,Individual Fashion,Books,R$ 1267.19,R$ 1919.98,34%,When shoulder line economic production cup professional draw rule.,7.6,82x39x37,"Collins, Snow and Burgess",Gray,19,196,1
P932704,SKU-77068,Evening Home,Books,R$ 974.58,R$ 1571.91,38%,Decade difference dream grow senior protect game view say back everything several fill look someone beat growth small decide.,6.0,12x71x43,"Knox, Martinez and Sellers",Red,8,277,1
P623506,SKU-29709,On Fashion,Electronics,R$ 1433.06,R$ 1508.48,5%,Agree lot bring if simple once one performance size itself bar.,8.4,74x54x86,Cruz-Villegas,Gray,23,36,0
P484837,SKU-69492,Remember Books,Books,R$ 354.54,R$ 668.94,47%,During like everything state establish law yard also purpose we suffer network public though mention blood represent.,0.7,87x52x100,Mcdonald LLC,Gray,24,131,1
P145021,SKU-65135,Turn Electronics,Home & Kitchen,R$ 1218.31,R$ 1561.93,22%,Across staff heavy at record claim employee ahead weight long you cut student at century before blue.,4.2,29x18x72,Wright Ltd,Gray,24,356,1
P740974,SKU-44640,Draw Fashion,Home & Kitchen,R$ 1042.09,R$ 1628.27,36%,Billion food end American major today gas government appear morning ten management.,6.0,18x72x37,Evans LLC,White,11,436,1
P859273,SKU-61415,Wait Books,Electronics,R$ 439.36,R$ 462.48,5%,Coach guess ok treat push easy stay number road information really imagine hospital increase base.,4.6,10x38x42,"Adkins, Fuentes and Allen",Black,11,333,0
P408645,SKU-8644,Recent Sports,Sports,R$ 922.54,R$ 1376.93,33%,Friend expect card government seven soldier commercial station evidence staff movement stage.,1.2,15x10x95,Russell-Williams,Gray,11,369,1
P510006,SKU-28014,Skin Sports,Sports,R$ 1004.12,R$ 1091.43,8%,Region government certain most middle best least small fact price then late score.,8.8,99x62x99,Bell-Shaw,Gray,21,445,1
P661503,SKU-81976,Structure Home,Electronics,R$ 184.45,R$ 312.63,41%,To and southern can father born toward quality red arm six more arrive.,8.1,72x13x59,"Bell, Spears and Thompson",Yellow,23,354,1
P490574,SKU-27901,Top Fashion,Electronics,R$ 751.54,R$ 1015.59,26%,Senior per here myself themselves about fly before matter task own whole continue manage south agency ask.,5.0,33x18x10,Santiago Inc,Red,15,320,1
P517620,SKU-80042,Action Books,Home & Kitchen,R$ 599.76,R$ 778.91,23%,Building generation choose husband course civil traditional military a.,7.7,22x36x26,Franklin LLC,Green,11,352,0
P855872,SKU-89234,Difference Home,Sports,R$ 1191.13,R$ 1890.69,37%,Road anything official themselves this husband try land wide address cost skin follow particular writer quickly myself realize system.,9.9,42x93x28,Stephenson-Hansen,Blue,6,278,1
P97403,SKU-41279,Effect Sports,Fashion,R$ 1329.59,R$ 1984.46,33%,Pressure same heart mission as Republican inside ago avoid father.,3.3,13x80x49,"Jenkins, Allen and Weaver",Blue,13,92,0
P285489,SKU-36958,Situation Fashion,Sports,R$ 745.47,R$ 1331.2,44%,Support establish fall suddenly simply project available owner floor structure.,1.5,76x14x90,Smith LLC,Blue,16,229,0
P219766,SKU-65540,Some Fashion,Fashion,R$ 352.47,R$ 482.83,27%,Sometimes person part today fast value by ball rather TV hot yes.,9.5,59x78x49,Cook-Brown,Blue,7,469,0
P888646,SKU-32117,Stand Fashion,Sports,R$ 1084.06,R$ 1322.03,18%,Provide best be move her certain task student whether water option if camera firm garden road send.,3.2,91x22x46,"Mccarthy, Hamilton and Moore",Black,23,209,1
P376765,SKU-61729,Drug Sports,Home & Kitchen,R$ 549.54,R$ 742.62,26%,Seven hundred land everybody benefit develop white task by occur candidate tree believe.,0.7,33x68x51,"Mcdonald, Aguilar and Scott",Gray,12,291,0
P51980,SKU-14023,Section Sports,Books,R$ 1046.33,R$ 1902.41,45%,Space model risk event admit deep back point standard area old near tough career whether car foot hand high.,5.5,41x51x34,Nelson Group,Gray,13,247,0
P775120,SKU-51076,Anything Books,Fashion,R$ 79.16,R$ 118.15,33%,Finally indicate perhaps message food north mean area develop dream number technology claim scientist.,3.6,87x34x19,"Rubio, Miller and Bishop",Yellow,22,50,1
P206562,SKU-27343,West Home,Home & Kitchen,R$ 61.8,R$ 77.25,20%,Goal billion response station develop exactly family seek crime bit second itself power election.,7.3,44x19x37,Burke-Romero,Red,23,59,1
P299429,SKU-56775,Continue Books,Fashion,R$ 1210.6,R$ 1552.05,22%,Buy sister imagine reason song risk report state thus affect.,6.7,62x19x98,White-Cook,Black,11,412,1
P744786,SKU-5051,Power Sports,Electronics,R$ 563.7,R$ 988.95,43%,Entire common beyond still loss mind five spend west talk who.,9.3,42x27x29,"Howe, Morris and Wood",Blue,13,145,0
P134643,SKU-21599,Series Sports,Electronics,R$ 1619.6,R$ 1819.77,11%,Good reduce look remember degree area quite project worker character idea.,8.5,82x94x32,Williams Ltd,Yellow,17,322,1
P543872,SKU-17798,Only Books,Home & Kitchen,R$ 179.17,R$ 215.87,17%,Role admit far special probably blood nice thousand how maybe smile skin.,3.7,29x21x90,Kidd Inc,Green,22,479,1
P753493,SKU-26456,Year Books,Home & Kitchen,R$ 996.05,R$ 1144.89,13%,Natural claim left ok end front yes Republican Mrs act account thank.,8.4,10x32x93,"Parker, Juarez and Gomez",White,11,83,1
P380334,SKU-9738,Heavy Sports,Books,R$ 418.99,R$ 573.96,27%,Against bag own player thousand writer easy catch build natural probably serve manage live conference perhaps.,2.6,13x12x21,Riddle-Best,Red,11,83,0
P298044,SKU-41999,Weight Fashion,Electronics,R$ 828.95,R$ 1120.2,26%,Wall may against call my their require very admit her pull another film player spring himself edge difference you win paper.,1.1,26x40x51,Mcdonald LLC,Red,16,447,1
P580279,SKU-2021,Rule Home,Electronics,R$ 554.22,R$ 719.77,23%,Give specific place never consumer shoulder treat hand for against foreign various magazine here buy evidence drug.,1.5,65x48x77,"Bradford, King and Martin",Red,10,483,0
P878724,SKU-28538,Involve Sports,Electronics,R$ 929.01,R$ 1080.24,14%,Where visit several plan rock natural doctor his reality series develop perhaps raise senior trade ask baby great.,8.1,69x25x62,Collins-Frank,Black,13,123,0
P34593,SKU-85307,Fall Electronics,Sports,R$ 938.12,R$ 1876.23,50%,Trial watch trade contain student certain her employee provide shake.,1.8,32x56x100,"Gordon, Myers and Morris",Green,23,275,0
P486328,SKU-4220,Other Home,Electronics,R$ 1114.72,R$ 1639.3,32%,Everyone available stand college seek the family glass relate national school some two man military medical nice reach west test our.,5.1,46x66x64,Perkins Group,Gray,15,176,0
P714355,SKU-79173,Agent Sports,Fashion,R$ 171.85,R$ 336.96,49%,Size instead imagine turn green seat article capital important property voice recognize power threat eat discuss enough someone.,8.6,61x50x36,Hernandez-Shaffer,Red,10,51,0
P93458,SKU-69792,Drug Books,Home & Kitchen,R$ 1683.02,R$ 1891.03,11%,Serious not increase in song type yet record almost far interview new hospital relate respond author billion read.,2.0,79x10x76,Thornton Group,Red,20,217,0
P959875,SKU-9841,First Home,Electronics,R$ 779.19,R$ 865.77,10%,Turn Mr successful memory part community particular cultural information him main research him heavy road special find.,4.1,87x49x38,Russell-Williams,Green,16,76,0
P543115,SKU-10438,Phone Sports,Books,R$ 98.45,R$ 153.83,36%,Economic once bar bar actually ago project American coach community boy hear foot would draw husband husband yard if present.,3.7,83x79x76,"Edwards, Torres and Huff",Blue,9,407,1
P492583,SKU-20281,Main Home,Home & Kitchen,R$ 513.42,R$ 766.3,33%,Who opportunity treatment painting four contain business fund save little think seem recently career property.,7.9,10x23x25,Spencer-Sanchez,White,14,83,1
P552443,SKU-44867,Campaign Electronics,Fashion,R$ 740.51,R$ 813.75,9%,Address serve us gun report public look you dinner front speak wall recognize deep dog grow gun here serve.,1.0,41x68x55,Hendricks-Jordan,Yellow,19,246,1
P641072,SKU-34393,Beat Home,Books,R$ 210.49,R$ 369.28,43%,Find push activity throughout list region process if family stage key condition majority world customer agreement success without poor.,9.8,17x13x17,"Ramos, Long and Townsend",Green,24,46,1
P882225,SKU-86124,You Fashion,Electronics,R$ 172.71,R$ 345.41,50%,Continue record young father his assume economy young walk might.,7.6,98x86x91,Griffith-Morgan,Yellow,10,102,0
P588229,SKU-56051,Level Books,Sports,R$ 495.81,R$ 544.85,9%,Across scene pull daughter land give nice conference section drive onto keep beautiful.,2.0,64x12x55,Bennett-Sheppard,Blue,9,66,1
P466750,SKU-45142,Least Sports,Books,R$ 1007.41,R$ 1185.19,15%,Three whatever student same husband performance other well own spend rate understand likely evening like avoid.,3.8,17x87x72,"Shah, Ortiz and Phillips",Green,8,385,0
P147649,SKU-47849,Yes Sports,Electronics,R$ 507.17,R$ 596.67,15%,Trouble edge sense use often area one me bad five push model her car voice one girl attorney.,7.4,74x76x76,Tanner Inc,White,12,7,0
P138913,SKU-93542,Fine Home,Sports,R$ 1550.71,R$ 1632.33,5%,Social budget memory its direction how former scene game central cold crime Democrat.,9.9,81x33x71,Gallagher-Nielsen,Gray,14,427,1
P368583,SKU-8753,Force Electronics,Sports,R$ 1112.86,R$ 1250.41,11%,Many term name around cell message project know compare instead lead collection gun arm.,9.9,91x25x27,"Soto, Maxwell and Lopez",Yellow,12,456,1
P457273,SKU-56575,Certain Sports,Electronics,R$ 811.64,R$ 1193.59,32%,Professor take throughout participant already ready sense sure eight size set beat mission risk way down true religious customer.,6.1,67x30x64,Vasquez PLC,Yellow,21,158,0
P732741,SKU-16724,Mean Home,Sports,R$ 1570.89,R$ 1963.61,20%,Space fly professor much night center road decide man election hair believe control dark teacher.,5.9,52x47x99,"Warren, Peterson and Mora",White,12,375,0
P874894,SKU-59414,Likely Electronics,Fashion,R$ 145.99,R$ 235.46,38%,Natural join home open throughout owner material response tough table box physical important bank improve specific effort cell.,9.3,13x95x61,"Buck, Jenkins and Powell",Green,12,392,0
P673255,SKU-14479,American Electronics,Electronics,R$ 409.9,R$ 512.38,20%,Give me half return star time happy left ball thought spend.,8.9,66x43x53,Powell and Sons,White,24,495,0
P190435,SKU-47478,But Home,Electronics,R$ 963.94,R$ 1606.57,40%,Several just want news hold who alone someone book because necessary catch.,9.7,96x82x15,Reed LLC,Green,14,196,1
P678438,SKU-72413,Above Electronics,Books,R$ 475.31,R$ 633.75,25%,Along minute television provide beat pressure really author real third.,9.8,39x67x90,Krueger PLC,Red,7,439,1
P35519,SKU-97896,Across Fashion,Fashion,R$ 498.32,R$ 778.62,36%,Hair better actually he least community whole history happy purpose finally.,8.8,67x89x13,Mendez-Hunter,Red,12,409,1
P457810,SKU-7161,Ten Home,Sports,R$ 862.07,R$ 1626.55,47%,Design statement let who compare consider determine them again.,1.3,39x20x22,Moore-Young,Red,7,116,0
P633499,SKU-16692,Drive Electronics,Electronics,R$ 1028.78,R$ 1169.07,12%,Give foot along TV agree hour police dark suddenly can full understand seven raise affect economy baby.,9.6,23x93x81,Avila-Jennings,White,22,398,0
P326520,SKU-65016,Create Electronics,Electronics,R$ 577.29,R$ 836.65,31%,Coach near film statement science manage as despite page thing if will imagine.,2.8,39x60x53,Munoz-Hutchinson,Green,15,444,0
P983007,SKU-58571,It Sports,Books,R$ 891.55,R$ 1415.16,37%,Beat here yard response speak notice inside decide owner agree business support window short company be.,5.8,97x10x27,"Davidson, Webb and York",Black,12,332,0
P19242,SKU-52363,Hour Sports,Electronics,R$ 138.88,R$ 167.33,17%,Yet car report particularly perform career impact financial after relate board.,5.7,72x37x51,Kaiser Group,White,20,146,0
P549747,SKU-35228,Produce Fashion,Books,R$ 285.95,R$ 560.69,49%,Just return culture these attorney close type fact to activity fact she within well road subject growth race here.,2.5,100x40x99,Martinez Group,Blue,20,330,1
P976537,SKU-33759,Share Electronics,Fashion,R$ 502.73,R$ 750.35,33%,Use then government wish tough share thought piece kid American close north pressure would.,1.9,98x27x28,Hernandez-Underwood,White,17,477,1
P459727,SKU-37805,Eight Home,Electronics,R$ 348.99,R$ 415.47,16%,Point learn party outside where between southern decision nice together executive position forget tell really during analysis child.,5.8,16x19x10,Fleming-Ross,White,10,164,0
P989959,SKU-78718,Bill Sports,Books,R$ 688.97,R$ 732.95,6%,Understand term become dog public possible that herself force full third more.,5.0,17x28x67,"Smith, Huff and Moyer",Yellow,10,338,0
P495663,SKU-8901,Radio Books,Sports,R$ 1191.81,R$ 1547.8,23%,Music individual pass truth turn hope we up task.,5.2,76x47x20,"Owens, Hernandez and Marks",Yellow,21,370,0
P526909,SKU-46954,Use Home,Fashion,R$ 664.69,R$ 992.08,33%,Word everybody remain strategy thing forward act minute nation describe financial peace space.,4.1,34x78x86,Welch-Roberts,Blue,6,368,0
P739023,SKU-8603,Leader Fashion,Fashion,R$ 822.84,R$ 1111.95,26%,These environment man college thing music hold owner create speak toward staff opportunity hand serious loss each.,5.7,95x65x99,Solis-Gray,Black,19,405,1
P509218,SKU-94009,Statement Electronics,Electronics,R$ 413.36,R$ 826.71,50%,Company in large eye turn score agency while wear.,6.9,74x88x38,Mejia-Stevens,Green,21,12,1
P152050,SKU-79690,Range Home,Books,R$ 204.63,R$ 227.37,10%,Clearly other pass science area third mouth whole difference say north manager stop kid brother better fast.,7.5,23x48x75,Herring Inc,Black,23,270,1
P54814,SKU-61581,Market Books,Fashion,R$ 309.52,R$ 372.91,17%,Phone expert example they rest step bit still wall late ahead door event point step network law rather society.,9.2,10x79x90,Bauer Group,Black,14,292,1
P467225,SKU-35232,Expect Sports,Books,R$ 1470.11,R$ 1884.76,22%,Tree law pattern truth free blood deal area cup Mrs everybody.,4.8,55x64x87,Dodson Ltd,Blue,11,248,0
P941342,SKU-56130,Born Electronics,Home & Kitchen,R$ 1152.29,R$ 1745.89,34%,Return special interest key add social their single president enough seven establish recognize avoid.,1.6,37x79x51,Knight Ltd,Blue,22,329,0
P652703,SKU-20474,Choose Sports,Electronics,R$ 775.62,R$ 969.52,20%,Try Mrs free join us leave scientist professional market service story bring fast rise.,8.0,34x48x24,"Brooks, Lee and Munoz",Blue,18,255,1
P701286,SKU-88638,Loss Books,Home & Kitchen,R$ 459.69,R$ 499.66,8%,Road air church develop whether civil daughter shoulder adult program else she every people return page Republican need maintain stay hope.,3.8,82x38x56,Todd-Brown,Red,16,262,0
P413719,SKU-9881,Minute Sports,Fashion,R$ 1219.17,R$ 1604.17,24%,Sit hair well voice quality recently real off support near oil certain they across ability attention society information single laugh.,8.7,81x88x77,Cannon-Hamilton,Black,22,435,1
P770988,SKU-31001,Occur Home,Home & Kitchen,R$ 95.19,R$ 135.99,30%,Upon oil no president deal yet bring produce contain coach single apply actually between expect expert while soon.,2.7,81x59x76,Nicholson-English,White,16,326,0
P775892,SKU-9718,Through Sports,Fashion,R$ 830.73,R$ 1432.3,42%,Drop talk force build kitchen defense every partner page of mission group major last health night nature up.,3.6,91x76x23,Briggs Inc,Green,17,366,1
P766668,SKU-58043,Week Fashion,Fashion,R$ 986.94,R$ 1084.55,9%,Test close their why along least blue identify television tough measure summer clear break a rock threat beat quite address.,4.8,41x36x76,"Jones, Moore and Perry",White,22,96,0
P100409,SKU-79519,After Books,Home & Kitchen,R$ 924.89,R$ 1266.97,27%,Already thought leader race speech example that citizen race world sense speech truth realize design.,2.0,19x21x93,Ballard-Anderson,Blue,19,366,0
P523353,SKU-12551,Many Home,Fashion,R$ 676.29,R$ 719.46,6%,Eight rock national choice care what popular also base hour less those.,3.8,62x39x89,"Beasley, Morton and Weber",Red,12,269,1
P925443,SKU-63695,Cut Books,Electronics,R$ 1563.31,R$ 1954.14,20%,Blue detail trouble prepare respond direction term road war still form culture country ever even.,5.6,45x35x62,Kelly and Sons,Yellow,21,369,0
P758168,SKU-92975,Series Sports,Sports,R$ 999.12,R$ 1122.61,11%,Worker book you response community anyone teacher big stand material power long less everybody final election attorney represent involve.,2.8,94x35x37,Hill-Warner,Black,9,462,1
P324405,SKU-97569,Wish Home,Home & Kitchen,R$ 135.55,R$ 147.34,8%,Color wonder will we push avoid worker five town.,9.2,21x59x83,Fernandez and Sons,Red,22,369,1
P674730,SKU-97923,May Fashion,Sports,R$ 1213.67,R$ 1576.19,23%,Story establish player act effort enjoy radio prepare choose series follow professor.,6.8,59x67x51,Clark-Payne,Black,8,452,0
P357866,SKU-11562,Themselves Books,Home & Kitchen,R$ 576.19,R$ 1108.06,48%,Four sound though middle white watch result capital quality everybody way everybody old old occur back.,5.4,86x85x10,Lee and Sons,Yellow,23,442,1
P487993,SKU-49677,White Home,Fashion,R$ 140.63,R$ 251.12,44%,New believe sign theory cause line student international anyone somebody brother within more themselves.,8.0,91x95x46,Morgan and Sons,Gray,14,104,1
P242037,SKU-78945,Try Electronics,Books,R$ 1102.46,R$ 1807.31,39%,Property walk under hot write note question stuff somebody fly resource decide affect adult federal letter federal.,3.1,77x66x75,"Mckay, Suarez and Downs",Gray,18,394,0
P163704,SKU-87944,And Books,Books,R$ 1050.8,R$ 1117.87,6%,Anything none kind anything image thank down when authority specific senior card rise word science leg at seek friend.,2.0,10x93x40,Montgomery-Rivera,White,11,162,1
P459916,SKU-20505,Population Fashion,Fashion,R$ 73.3,R$ 101.8,28%,Guy hospital back movie reflect never write music box off drug though third image sport eat whatever big.,2.7,58x48x35,Berg-Carey,Blue,16,378,0
P457562,SKU-66728,Kid Home,Fashion,R$ 218.06,R$ 375.96,42%,Adult name why woman contain author end such house hot within including.,8.6,43x21x32,"Miller, Lewis and Fleming",Yellow,8,71,1
P718895,SKU-7573,Southern Books,Electronics,R$ 42.6,R$ 62.65,32%,She price new performance buy accept history Mrs such floor voice opportunity skill foot child unit standard bar prove.,3.1,19x65x53,Rojas-Johnson,Green,24,456,1
P687894,SKU-95844,Happen Fashion,Home & Kitchen,R$ 581.29,R$ 1117.86,48%,Send particularly price official remain view identify beat economy.,8.1,59x88x99,Taylor Inc,Gray,14,320,0
P674254,SKU-33326,May Books,Home & Kitchen,R$ 1439.65,R$ 1599.61,10%,Follow apply suggest work price interesting station oil vote collection cup human few peace forget arrive early pattern.,6.2,93x83x20,Williams LLC,Gray,6,265,1
P278357,SKU-25154,Them Fashion,Home & Kitchen,R$ 333.33,R$ 490.19,32%,Decision heart west subject factor color thus us bank those work.,4.1,85x38x76,"Walls, Saunders and Aguirre",Red,24,327,1
P160009,SKU-43668,Account Sports,Sports,R$ 441.08,R$ 612.61,28%,Over growth market time require believe standard determine tend know mission.,8.4,13x86x93,Moore Group,Red,11,342,1
P805766,SKU-70775,Be Sports,Home & Kitchen,R$ 976.03,R$ 1267.57,23%,Alone course management finally reality attack nearly apply stock everybody end family live instead raise easy.,7.8,77x74x10,"Moore, Hammond and Harris",Black,20,250,0
P343271,SKU-42662,Should Books,Fashion,R$ 587.73,R$ 947.95,38%,Threat federal information actually open loss brother fill security final yourself world five increase than social discover current why good.,2.0,79x40x60,Cantrell-Vang,Yellow,15,171,1
P172376,SKU-60277,Type Fashion,Books,R$ 1304.54,R$ 1402.73,7%,Particularly third final have themselves among full which air someone religious.,8.0,24x98x58,Phillips Inc,Black,17,66,0
P377248,SKU-37756,End Home,Fashion,R$ 394.25,R$ 646.31,39%,Film paper suggest feel now wrong here modern quite able suffer necessary item.,9.6,43x21x75,"Rangel, Tucker and Hernandez",White,22,493,0
P160525,SKU-42394,Affect Home,Books,R$ 451.36,R$ 524.84,14%,Among national position less glass pressure suggest best receive strong meet.,1.6,96x10x12,Thompson-Goodman,Yellow,17,134,1
P742198,SKU-77114,Foreign Books,Home & Kitchen,R$ 778.67,R$ 1342.53,42%,Trip drive perhaps western interview near assume specific ball drive next nearly police the one great.,3.4,75x83x44,Scott-Hartman,Green,23,95,1
P940444,SKU-87859,Team Books,Books,R$ 287.36,R$ 428.9,33%,Whether girl sell personal study hit boy study yet inside onto base.,2.4,65x39x75,Perkins-Booth,Black,17,0,1
P567005,SKU-91914,Authority Books,Books,R$ 1336.27,R$ 1421.56,6%,Executive who past close certainly someone bar that should.,1.2,15x34x26,Harrison-Hood,Yellow,23,129,0
P238935,SKU-26821,Protect Sports,Books,R$ 318.48,R$ 568.71,44%,Finally affect operation sell need college past air election attention for model better two toward.,4.1,65x87x42,Scott-Baldwin,Red,24,118,1
P247384,SKU-15098,Look Sports,Electronics,R$ 1404.8,R$ 1756.0,20%,Occur similar grow they no option process reason west enter pattern month people pull it also article Congress or.,8.0,20x36x12,Fisher-Lawrence,Yellow,12,71,1
P456736,SKU-27574,Claim Home,Fashion,R$ 986.08,R$ 1369.55,28%,Worry attention meet star short adult term smile thus half exist power arrive cup act.,5.2,18x72x64,Clark and Sons,Black,10,35,0
P836167,SKU-79685,Ground Books,Home & Kitchen,R$ 447.85,R$ 799.73,44%,Finish heart book agree member fund politics discuss community.,7.4,85x61x18,Allen PLC,Blue,11,430,0
P406097,SKU-72336,Responsibility Fashion,Sports,R$ 1271.65,R$ 1367.37,7%,Even effort skill today happy spend learn late candidate alone detail project space fear.,5.5,68x94x75,Ramos-Jordan,Green,22,338,0
P465943,SKU-42645,Dog Books,Sports,R$ 602.19,R$ 792.35,24%,Treat adult include ready eat several fish finally yourself soldier meeting continue return consider effect usually.,5.5,73x100x80,Turner-Sanchez,Gray,8,423,0
P369150,SKU-6741,Near Electronics,Electronics,R$ 223.84,R$ 235.62,5%,Poor method mission herself issue eight political surface ability.,1.5,86x65x94,Holmes Group,Red,18,62,0
P736618,SKU-66604,Hit Home,Fashion,R$ 81.58,R$ 123.6,34%,Marriage mind spring realize arrive recently century history technology of ago far energy owner eight.,8.0,96x31x84,"Munoz, Hanson and Patterson",White,21,300,0
P854743,SKU-76194,Risk Fashion,Sports,R$ 1097.0,R$ 1958.92,44%,Majority office rather increase hour compare last ability rest.,5.9,75x100x78,"West, Barnes and Alvarado",Black,22,331,0
P413183,SKU-50597,Including Home,Electronics,R$ 234.25,R$ 366.02,36%,Goal method film think bed describe administration least real.,2.8,68x90x54,Fisher LLC,White,17,394,0
P516970,SKU-11923,Bring Fashion,Books,R$ 850.5,R$ 1232.61,31%,Avoid kitchen hospital ball election west once fall condition early.,2.2,17x96x67,Rivera-Hines,Red,10,82,0
P879369,SKU-34471,Approach Electronics,Sports,R$ 1125.0,R$ 1562.5,28%,Thought born rock various everybody tough million condition network eye class adult.,5.1,92x29x76,Norton-Rivera,Gray,7,479,1
P320179,SKU-93939,Generation Books,Books,R$ 901.78,R$ 1734.19,48%,Street consumer parent opportunity wind space seek meet offer husband upon produce defense high card movement treatment agent clearly.,1.7,80x54x81,"Brown, Daniels and Morgan",Gray,6,189,0
P154121,SKU-49376,Cause Electronics,Books,R$ 781.66,R$ 1132.84,31%,Involve manage my ground shake compare receive piece now since training situation finally in eat claim option bag very.,4.9,64x19x38,"Werner, Barton and Bryan",White,7,489,0
P280258,SKU-79756,Left Books,Books,R$ 885.19,R$ 962.16,8%,Recognize do decision if Congress rest people its treatment get grow daughter us board him.,5.2,35x99x63,Fisher LLC,Black,14,317,1
P211501,SKU-40831,Strategy Electronics,Home & Kitchen,R$ 1735.27,R$ 1906.89,9%,Require important relationship seat campaign continue arrive high box idea know wear.,3.6,58x81x48,"Allen, Simpson and Orozco",Black,15,396,1
P124393,SKU-35345,Cell Home,Home & Kitchen,R$ 532.71,R$ 691.83,23%,Ball much game minute kitchen actually low phone course total however add.,0.8,32x58x87,Baldwin-Murphy,Red,11,201,0
P467583,SKU-69992,Lose Home,Electronics,R$ 1558.59,R$ 1751.22,11%,Beyond hospital claim never table vote company later water white discuss necessary gun even surface president.,8.1,17x95x67,Frederick-Jimenez,Blue,21,136,1
P494113,SKU-38372,Second Books,Electronics,R$ 46.79,R$ 77.98,40%,Letter indeed Republican woman never learn cell much sense lot provide hit expect next direction must question.,5.2,91x62x57,Ramirez-Cruz,Red,24,56,0
P880071,SKU-70695,Challenge Books,Fashion,R$ 378.66,R$ 533.33,29%,Yourself blood white heart heavy report cold style prepare significant sing authority interview blue general another almost everyone your.,8.3,98x54x38,Reynolds-Gross,Green,13,158,0
P786127,SKU-93575,Turn Home,Books,R$ 283.06,R$ 496.59,43%,Chance industry culture if any cost sing these keep media call.,7.0,83x46x37,Pacheco-Daniels,Blue,24,234,0
P724610,SKU-7290,Business Sports,Fashion,R$ 581.45,R$ 1038.3,44%,Science we level light investment soon ago deal local suddenly consider family hair pick class party sing hundred grow.,6.0,14x81x37,Carter-Smith,Red,13,57,1
P899396,SKU-66850,Trip Books,Sports,R$ 608.48,R$ 691.45,12%,Blood color fish cold prove above industry government condition red this quality above.,1.9,48x82x78,Christian LLC,Yellow,14,174,0
P715779,SKU-22241,Various Sports,Sports,R$ 814.41,R$ 1100.55,26%,Yard throughout catch and usually evening responsibility professional former business pull a.,8.2,57x82x69,Browning-Jimenez,Blue,10,23,1
P479002,SKU-87747,Wrong Books,Books,R$ 483.38,R$ 912.04,47%,Federal political bring attack challenge memory industry record message effort expect.,4.9,76x25x89,Robertson-Frye,Yellow,8,418,0
P946668,SKU-72857,Gas Home,Fashion,R$ 729.2,R$ 1350.37,46%,Some again husband attorney debate difficult mind different have hot seek will play today kitchen decision much plan let.,3.4,47x51x84,Gomez PLC,Gray,13,299,1
P818158,SKU-74338,Short Home,Electronics,R$ 1006.92,R$ 1258.65,20%,Cultural record should outside them trip family other make share or sometimes religious lose interest suggest production never.,8.8,13x80x57,"Dunn, Rubio and Collins",Black,9,198,1
P189022,SKU-53838,By Home,Sports,R$ 980.38,R$ 1463.26,33%,Expect garden call home serve bad a meet help language soon management tonight board fear sound citizen include political.,5.9,49x16x84,"Hanson, Rios and Le",Black,12,408,1
